Region,SubRegion,Country/Territory,Type of offence,Year,Drugs,Total,Males,Females,Unknown/Other/ Third/Intersex,Adults,Juveniles,Specify year
Europe,Western and Central Europe,Luxembourg,Other drug-related offences,2020,All illicit drugs,35,31,4,0,28,7,
Europe,Western and Central Europe,Ireland,Offences related to drug trafficking,2020,All illicit drugs,5950,5249,595,6,5544,406,
Europe,Western and Central Europe,Ireland,Offences related to drug use and/or drug possession,2020,All illicit drugs,14380,12666,1712,2,13227,1153,
Europe,Western and Central Europe,Portugal,Offences related to drug trafficking,2020,All illicit drugs,1616,1412,204,0,1611,5,
Europe,Western and Central Europe,Portugal,Offences related to drug use and/or drug possession,2020,All illicit drugs,5847,5394,453,0,5596,251,
Europe,Western and Central Europe,Sweden,Offences related to drug trafficking,2020,All illicit drugs,1304,1151,140,13,1245,55,
Europe,Western and Central Europe,Sweden,Offences related to drug use and/or drug possession,2020,All illicit drugs,76861,65706,11113,42,69968,6760,
Europe,Western and Central Europe,Sweden,Other drug-related offences,2020,All illicit drugs,6109,5248,836,25,5653,401,
Europe,Western and Central Europe,Switzerland,Offences related to drug trafficking,2020,All illicit drugs,8863,7833,1030,0,7906,957,
Europe,Western and Central Europe,Switzerland,Offences related to drug use and/or drug possession,2020,All illicit drugs,27022,23376,3646,0,22729,4293,
Europe,Western and Central Europe,Switzerland,Other drug-related offences,2020,All illicit drugs,58,50,8,0,51,7,
Europe,South-Eastern Europe,Albania,Offences related to drug trafficking,2016,All illicit drugs,2052,2016,36,,1930,122,
Europe,South-Eastern Europe,Albania,Offences related to drug trafficking,2016,Cannabis-type,1733,1697,36,,,,
Europe,South-Eastern Europe,Albania,Offences related to drug trafficking,2016,Opioids,99,99,0,,,,
Europe,South-Eastern Europe,Albania,Offences related to drug trafficking,2016,Cocaine-type,151,151,0,,,,
Europe,South-Eastern Europe,Albania,Offences related to drug trafficking,2016,ATS,0,,,,,,
Europe,South-Eastern Europe,Albania,Offences related to drug trafficking,2016,Hallucinogens,0,,,,,,
Europe,South-Eastern Europe,Albania,Offences related to drug trafficking,2017,All illicit drugs,2270,2215,55,,2079,191,
Europe,South-Eastern Europe,Albania,Offences related to drug trafficking,2017,Cannabis-type,1911,1892,19,,,,
Europe,South-Eastern Europe,Albania,Offences related to drug trafficking,2017,Opioids,147,143,4,,,,
Europe,South-Eastern Europe,Albania,Offences related to drug trafficking,2017,Cocaine-type,173,173,,,,,
Europe,South-Eastern Europe,Albania,Offences related to drug trafficking,2018,All illicit drugs,2215,2179,44,,2136,87,
Europe,South-Eastern Europe,Albania,Offences related to drug trafficking,2019,All illicit drugs,195,193,2,,195,0,
Europe,Western and Central Europe,Andorra,Offences related to drug use and/or drug possession,2019,All illicit drugs,1609,1454,155,,1565,44,
Europe,Western and Central Europe,Andorra,Offences related to drug trafficking,2019,All illicit drugs,20,18,2,,20,0,
Europe,Western and Central Europe,Andorra,Offences related to drug use and/or drug possession,2016,All illicit drugs,812,722,90,,761,51,
Europe,Western and Central Europe,Andorra,Offences related to drug trafficking,2016,All illicit drugs,14,11,3,,14,0,
Europe,Western and Central Europe,Andorra,Offences related to drug use and/or drug possession,2017,All illicit drugs,874,790,84,,829,45,
Europe,Western and Central Europe,Andorra,Offences related to drug trafficking,2017,All illicit drugs,26,25,1,,26,0,
Europe,Western and Central Europe,Andorra,Offences related to drug use and/or drug possession,2018,All illicit drugs,1549,1369,180,,1503,46,
Europe,Western and Central Europe,Andorra,Offences related to drug trafficking,2018,All illicit drugs,29,26,3,,29,0,
Europe,Western and Central Europe,Austria,Offences related to drug use and/or drug possession,2019,All illicit drugs,36457,30961,5496,,30678,5779,
Europe,Western and Central Europe,Austria,Offences related to drug trafficking,2019,All illicit drugs,3602,3198,404,,3480,122,
Europe,Western and Central Europe,Austria,Offences related to drug use and/or drug possession,2018,All illicit drugs,34309,29799,4510,,28535,5774,
Europe,Western and Central Europe,Austria,Offences related to drug trafficking,2018,All illicit drugs,3476,3153,323,,3353,123,
Europe,Western and Central Europe,Austria,Offences related to drug use and/or drug possession,2017,All illicit drugs,36462,31733,4729,,30799,5663,
Europe,Western and Central Europe,Austria,Offences related to drug trafficking,2017,All illicit drugs,3193,2889,304,,3077,116,
Europe,Western and Central Europe,Austria,Offences related to drug use and/or drug possession,2016,All illicit drugs,31321,28230,3884,,28230,5226,
Europe,Western and Central Europe,Austria,Offences related to drug trafficking,2016,All illicit drugs,2135,1927,208,,2074,61,
Europe,Eastern Europe,Belarus,Offences related to drug use and/or drug possession,2016,All illicit drugs,2374,2234,140,,2242,132,
Europe,Eastern Europe,Belarus,Offences related to drug trafficking,2016,All illicit drugs,1082,847,235,,871,211,
Europe,Eastern Europe,Belarus,Offences related to drug use and/or drug possession,2017,All illicit drugs,1852,1736,116,,1804,48,
Europe,Eastern Europe,Belarus,Offences related to drug trafficking,2017,All illicit drugs,934,853,81,,889,45,
Europe,Eastern Europe,Belarus,Offences related to drug use and/or drug possession,2018,All illicit drugs,1652,1522,130,,1621,31,
Europe,Eastern Europe,Belarus,Offences related to drug trafficking,2018,All illicit drugs,773,715,58,,744,29,
Europe,Eastern Europe,Belarus,Offences related to drug use and/or drug possession,2019,All illicit drugs,1579,1489,90,,1554,25,
Europe,Eastern Europe,Belarus,Offences related to drug trafficking,2019,All illicit drugs,695,644,51,,664,31,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2019,All illicit drugs,41847,37252,3433,,38106,3741,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2019,Cannabis-type,30404,27418,2121,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2019,Opioids,1045,877,112,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2019,Cocaine-type,3301,2844,357,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2019,ATS,3857,3154,607,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2019,Hallucinogens,143,121,21,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2019,Other substances not under int. control,303,234,61,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2019,Plant-based NPS,3,3,0,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2019,All illicit drugs,12183,10501,1148,,11062,1121,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2019,Cannabis-type,7601,6621,676,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2019,Opioids,905,765,85,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2019,Cocaine-type,2844,2451,259,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2019,ATS,1507,1210,245,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2019,Hallucinogens,109,89,15,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2019,Other substances not under int. control,134,110,22,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2019,Plant-based NPS,12,8,1,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2017,All illicit drugs,36499,33500,2999,,34463,3201,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2017,Cannabis-type,27902,25937,1965,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2017,Opioids,1009,873,136,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2017,Cocaine salts,2891,2574,317,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2017,ATS,3220,2709,511,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2017,Hallucinogens,105,95,10,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2017,GHB,311,248,63,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2017,Plant-based NPS,4,4,0,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2017,All illicit drugs,10879,9819,1060,,10463,874,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2017,Cannabis-type,6876,6241,635,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2017,Opioids,918,809,109,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2017,Cocaine salts,2341,2138,203,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2017,ATS,1323,1125,198,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2017,Hallucinogens,107,95,12,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2017,GHB,136,113,26,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2017,Plant-based NPS,7,7,0,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2018,All illicit drugs,39857,35233,3427,,36317,3540,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2018,Cannabis-type,28945,25978,2063,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2018,Opioids,1022,853,116,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2018,Cocaine-type,3360,2852,411,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2018,ATS,3604,2922,600,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2018,Hallucinogens,138,117,19,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2018,GHB,310,238,61,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2018,Plant-based NPS,5,5,0,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2018,All illicit drugs,11918,10276,1141,,10927,991,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2018,Cannabis-type,7387,6425,668,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2018,Opioids,973,806,98,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2018,Cocaine-type,2821,2390,277,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2018,ATS,1452,1194,210,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2018,GHB,136,99,33,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2018,Plant-based NPS,24,17,5,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2018,Hallucinogens,115,93,19,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2016,All illicit drugs,35089,31228,2806,,31795,3294,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2016,Cannabis-type,26280,23691,1802,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2016,Opioids,1190,984,142,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2016,Cocaine-type,2266,1947,258,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2016,ATS,2956,2420,466,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2016,Hallucinogens,117,105,12,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2016,GHB,298,232,57,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2016,Plant-based NPS,3,3,0,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2016,All illicit drugs,11932,10406,1084,,11030,902,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2016,Cannabis-type,6994,6141,608,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2016,Opioids,1076,930,101,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2016,Cocaine-type,2392,2113,184,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2016,ATS,1401,1151,210,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2016,Hallucinogens,109,91,15,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2016,GHB,151,120,27,,,,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2016,Plant-based NPS,22,19,2,,,,
Europe,South-Eastern Europe,Bosnia and Herzegovina,Offences related to drug use and/or drug possession,2019,All illicit drugs,27,26,1,,27,,
Europe,South-Eastern Europe,Bosnia and Herzegovina,Offences related to drug use and/or drug possession,2017,All illicit drugs,478,465,12,,459,19,
Europe,South-Eastern Europe,Bosnia and Herzegovina,Offences related to drug use and/or drug possession,2017,Cannabis-type,241,240,2,,,,
Europe,South-Eastern Europe,Bosnia and Herzegovina,Offences related to drug use and/or drug possession,2017,Opioids,2,2,,,,,
Europe,South-Eastern Europe,Bosnia and Herzegovina,Offences related to drug use and/or drug possession,2017,ATS,33,32,1,,,,
Europe,South-Eastern Europe,Bosnia and Herzegovina,Offences related to drug use and/or drug possession,2017,Hallucinogens,30,26,4,,,,
Europe,South-Eastern Europe,Bosnia and Herzegovina,Offences related to drug trafficking,2017,All illicit drugs,319,312,6,,302,17,
Europe,South-Eastern Europe,Bosnia and Herzegovina,Offences related to drug trafficking,2017,Cannabis-type,171,171,,,,,
Europe,South-Eastern Europe,Bosnia and Herzegovina,Offences related to drug trafficking,2017,Opioids,3,3,,,,,
Europe,South-Eastern Europe,Bosnia and Herzegovina,Offences related to drug trafficking,2017,ATS,19,19,,,,,
Europe,South-Eastern Europe,Bosnia and Herzegovina,Offences related to drug trafficking,2017,Hallucinogens,7,7,,,,,
Europe,South-Eastern Europe,Bosnia and Herzegovina,Offences related to drug trafficking,2017,Cocaine-type,3,2,1,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2016,All illicit drugs,70,60,10,,70,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2016,Cannabis-type,23,20,3,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2016,Opioids,24,20,4,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2016,Cocaine-type,15,14,1,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2016,ATS,8,6,2,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2016,Hallucinogens,0,,,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2016,Other substances not under int. control,0,,,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2017,All illicit drugs,60,47,13,,59,1,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2017,Cannabis-type,23,20,3,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2017,Opioids,18,15,3,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2017,Cocaine-type,7,4,3,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2017,ATS,7,7,0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2017,Benzodiazepines,5,1,4,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2019,All illicit drugs,51,41,10,,51,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2019,Cannabis-type,16,15,1,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2019,Opioids,14,14,,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2019,Cocaine-type,2,2,,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2019,ATS,6,6,,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2019,Hallucinogens,1,,1,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2019,Benzodiazepines,12,4,8,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2018,All illicit drugs,49,44,5,,49,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2018,Cannabis-type,20,19,1,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2018,Opioids,8,8,,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2018,Cocaine-type,3,1,2,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2018,ATS,12,11,1,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2018,Non-specified substances not under int. control,6,5,1,,,,
Europe,South-Eastern Europe,Croatia,Offences related to drug use and/or drug possession,2018,All illicit drugs,8934,7891,1043,,8542,392,
Europe,South-Eastern Europe,Croatia,Offences related to drug trafficking,2018,All illicit drugs,1090,1011,79,,1028,62,
Europe,South-Eastern Europe,Croatia,Offences related to drug use and/or drug possession,2019,All illicit drugs,8300,7511,789,,7993,307,
Europe,South-Eastern Europe,Croatia,Offences related to drug trafficking,2019,All illicit drugs,1142,1011,90,,1095,47,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2019,All illicit drugs,891,822,69,,839,52,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2019,Cannabis-type,717,672,45,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2019,Opioids,10,9,1,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2019,Cocaine-type,61,55,6,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2019,ATS,87,71,16,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2019,Hallucinogens,2,2,0,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2019,Multiple Drugs,14,13,1,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug trafficking,2019,All illicit drugs,289,259,30,,282,7,
Europe,Western and Central Europe,Cyprus,Offences related to drug trafficking,2019,Cannabis-type,181,168,13,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug trafficking,2019,Cocaine-type,63,54,9,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug trafficking,2019,ATS,9,5,4,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug trafficking,2019,Multiple Drugs,14,13,1,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2018,All illicit drugs,1081,1003,78,,1014,67,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2018,Cannabis-type,918,858,61,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2018,Opioids,11,11,,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2018,Cocaine-type,65,59,6,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2018,ATS,2,2,,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2018,Hallucinogens,5,5,,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2018,Non-specified,80,68,12,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug trafficking,2018,All illicit drugs,224,196,28,,217,7,
Europe,Western and Central Europe,Cyprus,Offences related to drug trafficking,2018,Cannabis-type,159,137,22,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug trafficking,2018,Opioids,1,1,,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug trafficking,2018,Cocaine-type,23,20,3,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug trafficking,2018,ATS,14,13,1,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug trafficking,2018,Non-specified,27,25,2,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2017,All illicit drugs,796,750,46,,762,34,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2017,Cannabis-type,704,667,37,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2017,Opioids,5,5,,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2017,Cocaine-type,43,42,1,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2017,ATS,31,24,7,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2017,Other substances not under int. control,13,12,1,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug trafficking,2017,All illicit drugs,226,195,31,,217,9,
Europe,Western and Central Europe,Cyprus,Offences related to drug trafficking,2017,Cannabis-type,157,138,19,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug trafficking,2017,Cocaine-type,47,43,4,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug trafficking,2017,ATS,2,1,1,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug trafficking,2017,Other opioids not under international control,20,13,7,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2016,All illicit drugs,796,750,46,,762,34,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2016,Cannabis-type,704,667,37,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2016,Opioids,5,5,,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2016,Cocaine-type,43,42,1,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2016,ATS,31,24,7,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2016,Other miscellaneous,13,12,1,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug trafficking,2016,All illicit drugs,226,195,31,,217,9,
Europe,Western and Central Europe,Cyprus,Offences related to drug trafficking,2016,Cannabis-type,157,138,19,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug trafficking,2016,Cocaine-type,47,43,4,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug trafficking,2016,ATS,2,1,1,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug trafficking,2016,Other miscellaneous,20,13,7,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2016,All illicit drugs,6315,5737,578,,5860,455,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2016,Cannabis-type,4755,4388,367,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2016,Opioids,205,166,39,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2016,Cocaine-type,39,38,1,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2016,ATS,1172,1018,154,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2016,Pharmaceutical opioids,1,1,0,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2016,Multiple Drugs,137,120,17,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2016,Hallucinogens,0,0,0,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2016,Other Hallucinogens,6,6,,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2016,All illicit drugs,3021,2559,462,,2855,166,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2016,Cannabis-type,1183,1070,113,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2016,Opioids,61,44,17,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2016,Cocaine-type,14,13,1,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2016,ATS,1645,1342,303,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2016,Hallucinogens,5,2,3,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2016,Pharmaceutical opioids,2,1,1,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2016,Multiple Drugs,109,85,24,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2016,Other Hallucinogens,2,2,0,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2017,All illicit drugs,7314,6657,657,,7053,261,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2017,Cannabis-type,5012,4641,371,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2017,Opioids,197,158,39,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2017,Cocaine-type,46,44,2,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2017,ATS,1444,1273,171,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2017,Hallucinogens,18,17,1,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2017,Multiple Drugs,597,524,73,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2017,All illicit drugs,2962,2453,509,,2828,134,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2017,Cannabis-type,1152,1029,123,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2017,Opioids,98,69,29,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2017,Cocaine-type,84,62,22,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2017,ATS,1423,1131,292,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2017,Hallucinogens,3,3,0,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2017,Multiple Drugs,168,135,33,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2017,Other NPS,2,1,1,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2017,GBL,32,23,9,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2017,Other NPS,0,0,0,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2017,GBL,0,0,0,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2019,All illicit drugs,7180,6379,801,,6744,436,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2019,Cannabis-type,5299,4758,541,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2019,Opioids,146,117,29,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2019,Cocaine-type,69,61,8,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2019,ATS,1414,1226,188,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2019,Hallucinogens,26,23,3,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2019,Pharmaceutical opioids,1,1,0,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2019,Multiple Drugs,225,193,32,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2019,All illicit drugs,3071,2582,489,,2945,126,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2019,Cannabis-type,1061,953,108,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2019,Opioids,89,69,20,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2019,Cocaine-type,122,116,6,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2019,ATS,1527,1207,320,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2019,Hallucinogens,12,10,2,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2019,Plant-based NPS,3,3,0,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2019,Pharmaceutical opioids,1,1,0,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2019,Multiple Drugs,256,223,33,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2018,All illicit drugs,8309,7452,857,,7832,486,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2018,Cannabis-type,5909,5402,507,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2018,Opioids,249,197,52,,,,
